Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Jordan Ridge,Western Kentucky,0.269,0.388,0.5,0.888,42,136,108,25,29,5,1,6,21,5,16,23,8,2
Jordyn Gasper,Utah,0.252,0.294,0.369,0.663,45,111,103,15,26,4,1,2,14,1,5,18,1,1
Jordyn Manning,Louisiana Tech,0.202,0.25,0.284,0.534,45,122,109,10,22,4,1,1,6,1,6,20,0,0
Jordyn Nowakowski,Stony Brook,0.259,0.32,0.464,0.785,42,133,112,11,29,5,0,6,23,1,11,25,2,0
Jordyn Rudd,Northwestern,0.331,0.395,0.47,0.865,46,167,151,16,50,10,1,3,29,10,6,10,0,0
Jordyn Swinehart,Western Michigan,0.27,0.336,0.344,0.68,52,140,122,18,33,6,0,1,14,5,7,15,0,0
Josey White,Southern Utah,0.386,0.434,0.728,1.162,49,175,158,37,61,15,0,13,47,5,10,10,0,0
Josie Bower,Baylor,0.283,0.381,0.35,0.731,46,139,120,15,34,8,0,0,15,8,11,14,3,0
Josie Charles,Lehigh,0.278,0.325,0.292,0.616,26,78,72,17,20,1,0,0,5,0,5,13,1,4
Josie Frazier,Northern Kentucky,0.264,0.294,0.281,0.575,35,128,121,18,32,2,0,0,6,3,2,16,3,1
Jourdin Hering,Stony Brook,0.346,0.369,0.523,0.892,43,161,153,31,53,6,3,5,18,0,6,18,12,1
Journey Rojas,Cal State Northridge,0.233,0.282,0.247,0.529,26,79,73,5,17,1,0,0,4,0,5,14,1,0
Julia Bilbao,Texas Southern,0.245,0.354,0.383,0.737,37,117,94,12,23,2,4,1,19,1,16,22,0,0
Julia Cottrill,Florida,0.294,0.392,0.469,0.86,51,166,143,23,42,10,0,5,26,4,19,17,2,0
Julia DaCosta,Villanova,0.253,0.324,0.43,0.754,52,179,158,21,40,7,0,7,27,0,18,35,0,2
Julia Fritz,East Tennessee State,0.277,0.344,0.454,0.797,36,134,119,16,33,9,0,4,16,0,12,27,3,0
Julia Gubner,Brown,0.25,0.4,0.5,0.9,2,5,4,0,1,1,0,0,0,0,1,1,0,0
Julia Jimenez,Michigan,0.289,0.313,0.43,0.743,46,154,142,13,41,6,1,4,20,1,4,11,2,0
Julia Keffler,UMBC,0.33,0.351,0.396,0.748,34,111,106,15,35,3,2,0,14,0,4,20,12,2
Julia Martine,Fordham,0.312,0.391,0.567,0.959,46,166,141,37,44,13,1,7,23,3,16,27,12,0
Julia Mazanec,Kent State,0.207,0.263,0.25,0.513,40,107,92,13,19,2,1,0,3,1,6,9,0,1
Julia McCormack,Saint Mary's (CA),0.242,0.324,0.418,0.741,37,107,91,16,22,1,0,5,23,2,10,31,2,0
Julia Noskin,Utah,0.277,0.385,0.304,0.689,53,178,148,27,41,2,1,0,14,2,24,13,10,2
Julia Roman,Lafayette,0.2,0.246,0.287,0.533,22,123,115,6,23,4,0,2,6,2,5,32,2,2
Julia Schneider,Penn,0.3,0.417,0.333,0.75,10,36,30,3,9,1,0,0,3,0,6,4,0,0
Julia Valenzuela,Cal State Fullerton,0.396,0.409,0.612,1.021,51,151,139,30,55,11,2,5,34,0,6,16,5,0
Juliana Shields,UMass,0.356,0.434,0.575,1.009,33,109,87,26,31,10,3,1,25,4,11,13,4,0
Juliana Wilson,UCF,0.272,0.354,0.536,0.89,55,144,125,25,34,9,0,8,31,0,17,14,2,1
Julie Phelps,Montana,0.25,0.333,0.323,0.656,46,115,96,13,24,7,0,0,10,1,11,14,1,2
Julie Rawls,UL Lafayette,0.273,0.377,0.516,0.892,57,192,161,34,44,6,3,9,56,4,24,25,9,1
Justice Milz,UL Lafayette,0.292,0.348,0.528,0.876,50,161,144,19,42,10,0,8,37,1,13,27,0,0
Justine Federe,UNLV,0.323,0.419,0.646,1.065,34,118,99,24,32,5,0,9,28,0,17,19,1,0
Justus Perry,Auburn,0.2,0.292,0.261,0.553,50,133,115,12,23,1,0,2,6,8,7,21,1,0
K'Lea Parks,North Carolina Central,0.227,0.33,0.278,0.609,36,113,97,12,22,3,1,0,9,3,12,12,2,1
Ka'ena Keliinoi,Hawaii,0.185,0.274,0.2,0.474,24,74,65,7,12,1,0,0,5,6,2,9,4,0
Kaelene Walter,Iona,0.303,0.396,0.434,0.83,26,93,76,16,23,4,0,2,15,2,11,10,2,0
Kai Barrett,Cal Poly,0.231,0.318,0.333,0.652,29,89,78,8,18,5,0,1,3,0,10,17,0,0
Kailee Powell,Illinois,0.328,0.409,0.55,0.959,44,160,131,29,43,10,2,5,28,8,10,22,2,0
Kailey Brown,Belmont,0.248,0.315,0.301,0.615,40,125,113,10,28,4,1,0,11,0,11,34,4,1
Kailey McNeil,Western Carolina,0.312,0.412,0.567,0.979,53,171,141,26,44,9,0,9,36,3,23,25,3,0
Kailey Wilson,Creighton,0.398,0.479,0.747,1.226,27,96,83,11,33,5,0,8,26,1,12,10,0,0
Kaili Chval,Illinois State,0.336,0.459,0.397,0.856,41,151,116,22,39,5,1,0,17,6,23,20,4,3
Kailyn Lorberter,Bucknell,0.226,0.273,0.274,0.547,23,69,62,7,14,1,1,0,4,2,2,13,0,0
Kaitlin Hoffman,Fairfield,0.337,0.43,0.511,0.941,35,109,92,17,31,6,2,2,19,5,10,20,11,3
Kaitlin Mattera,St. John's,0.354,0.402,0.519,0.921,26,87,79,8,28,4,0,3,13,3,4,7,1,0
Kaitlin Parsons,Tennessee,0.289,0.413,0.289,0.703,46,93,76,23,22,0,0,0,5,2,14,21,15,2
Kaitlin Paterson,Central Connecticut,0.388,0.504,0.602,1.106,38,129,98,32,38,6,0,5,22,3,23,11,2,0
Kaitlyn Burke,Florida Atlantic,0.3,0.313,0.446,0.76,43,134,130,13,39,4,0,5,16,0,3,21,3,0
Kaitlyn Jennings,Fresno State,0.338,0.467,0.545,1.011,49,182,145,52,49,9,6,3,21,22,13,10,34,5
Kaitlyn Miller,Kent State,0.338,0.377,0.492,0.869,41,139,130,32,44,6,1,4,17,0,8,6,4,0
Kaitlyn Morrison,Penn State,0.165,0.232,0.198,0.43,39,101,91,4,15,3,0,0,5,0,8,15,0,1
Kaitlyn St. Clair,Northwestern State,0.3,0.4,0.45,0.85,45,153,120,23,36,6,0,4,17,0,20,9,0,1
Kaitlyn Washington,Texas,0.308,0.363,0.474,0.837,45,147,133,26,41,7,0,5,21,4,8,15,2,0
Kaity McInall,Niagara,0.224,0.286,0.293,0.579,23,65,58,10,13,2,1,0,3,1,4,11,0,1
Kalei Sorensen,St. John's,0.23,0.313,0.284,0.597,29,84,74,7,17,1,0,1,12,5,4,16,1,0
Kalena Burns,Iowa,0.238,0.261,0.39,0.652,39,112,105,12,25,4,0,4,20,0,4,21,1,0
Kaley Anthony,Alabama State,0.28,0.306,0.495,0.802,40,115,107,15,30,8,0,5,23,0,4,20,5,0
Kaley Coltrain,Marist,0.459,0.551,0.959,1.51,26,89,74,13,34,7,0,10,30,2,13,9,0,0
Kalita Dennis,Howard,0.333,0.418,0.619,1.037,28,100,84,22,28,8,2,4,21,0,13,6,3,1
Kallie Pickens,UT Martin,0.319,0.352,0.462,0.814,46,132,119,21,38,9,1,2,14,1,5,18,3,0
Kamdyn Kvistad,South Alabama,0.256,0.336,0.56,0.896,46,143,125,20,32,8,0,10,27,1,15,40,0,0
Kameri Mott,Southern,0.189,0.322,0.27,0.592,32,92,74,12,14,3,0,1,11,5,10,17,1,0
Kamrie Rich,Lipscomb,0.292,0.341,0.407,0.749,36,124,113,9,33,5,1,2,15,0,9,14,0,0
Kamryn Jackson,Duke,0.259,0.367,0.426,0.793,48,128,108,19,28,4,1,4,19,8,11,20,5,0
Kamryn Shaffer,Northern Iowa,0.278,0.425,0.667,1.092,49,160,126,30,35,6,2,13,34,6,27,27,3,2
Kara Apato,Northern Illinois,0.291,0.359,0.311,0.671,56,173,151,28,44,3,0,0,3,1,15,21,10,5
Kara Canetto,Liberty,0.385,0.412,0.487,0.899,59,209,195,38,75,10,2,2,23,2,7,21,19,4
Kara Paradowski,Canisius,0.374,0.425,0.415,0.84,36,138,123,31,46,1,2,0,20,0,11,14,40,1
Kari Jacobson,Holy Cross,0.2,0.286,0.22,0.506,23,58,50,4,10,1,0,0,1,0,6,17,1,0
Karina Somoza,UTEP,0.23,0.305,0.284,0.589,33,84,74,6,17,1,0,1,12,4,4,7,1,0
Karissa Ornelas,UCF,0.299,0.39,0.455,0.845,50,160,134,11,40,6,0,5,20,1,21,15,1,0
Karlee Johnson,Boise State,0.211,0.271,0.367,0.638,43,123,109,10,23,4,2,3,9,4,5,13,2,0
Karli Hamilton,Texas Tech,0.294,0.379,0.532,0.911,44,148,126,23,37,5,2,7,35,0,18,27,5,1
Karli Petty,Oklahoma State,0.292,0.386,0.514,0.9,60,173,144,31,42,6,1,8,32,6,18,32,1,1
Karli Ricketts,Butler,0.22,0.346,0.541,0.887,39,132,109,14,24,7,2,8,27,2,19,36,1,0
Karolina Flores,Delaware,0.356,0.443,0.778,1.221,33,106,90,20,32,9,1,9,26,3,12,13,1,0
Karsen Mosley,Jacksonville State,0.29,0.342,0.448,0.79,45,163,145,19,42,4,2,5,25,8,5,18,10,2
Karsen O'Rourke,Lehigh,0.295,0.337,0.347,0.684,33,108,95,12,28,5,0,0,15,1,6,10,5,1
Kasey Flores,UTEP,0.284,0.406,0.557,0.962,35,107,88,20,25,3,0,7,20,0,18,21,1,0
Kat Lane,Saint Louis,0.372,0.45,0.446,0.896,46,172,148,41,55,5,3,0,6,0,21,25,14,5
Kat Marshall,Northwestern State,0.254,0.307,0.319,0.626,46,153,138,13,35,7,1,0,13,0,12,24,0,1
Katariina Delph,Morgan State,0.189,0.202,0.253,0.455,39,104,95,11,18,4,1,0,11,0,2,19,8,0
Kate Beckemeyer,Valparaiso,0.222,0.239,0.233,0.472,35,93,90,4,20,1,0,0,4,0,2,12,0,2
Kate Gordon,James Madison,0.358,0.396,0.861,1.257,44,169,151,47,54,11,1,21,58,0,13,14,5,1
Kate Polucha,DePaul,0.303,0.383,0.56,0.942,36,131,109,24,33,5,1,7,23,3,13,11,2,1
Katelyn Belch,Abilene Christian,0.226,0.329,0.274,0.603,47,146,124,19,28,4,1,0,8,7,12,15,13,3
Katelyn Kemmetmueller,Minnesota,0.281,0.393,0.496,0.889,40,149,121,25,34,3,1,7,18,4,19,18,5,1
Katelyn Mangrello,California Baptist,0.289,0.301,0.444,0.746,44,148,135,10,39,9,0,4,23,1,4,10,0,0
Katelyn Massa,Southern Illinois,0.254,0.402,0.403,0.805,50,169,134,14,34,2,0,6,30,1,33,21,0,0
Katelyn Norris,Charleston Southern,0.226,0.323,0.262,0.585,27,98,84,20,19,1,1,0,5,0,12,12,6,0
Katelyn Petty,Presbyterian,0.25,0.295,0.295,0.59,32,97,88,8,22,4,0,0,5,2,4,12,1,0
Katelyn Whiting,Weber State,0.28,0.404,0.424,0.828,44,160,118,20,33,9,1,2,32,0,26,27,4,0
Katherine Karnatz,Kansas City,0.28,0.343,0.341,0.684,54,208,182,28,51,5,3,0,18,6,12,17,5,1
Kat Rodriguez,Quinnipiac,0.352,0.396,0.484,0.879,36,135,122,24,43,8,1,2,18,4,6,6,1,0
Kathryn Jackson,Samford,0.177,0.255,0.281,0.536,36,109,96,3,17,4,0,2,4,3,7,26,0,0
Kati Ray Brown,Houston,0.25,0.377,0.5,0.877,50,146,120,19,30,5,2,7,21,9,16,34,0,0
Katie Adams,Marshall,0.352,0.422,0.582,1.004,31,102,91,12,32,9,0,4,24,2,9,4,1,0
Katie Falotico,Albany,0.246,0.317,0.469,0.786,40,145,130,31,32,6,1,7,31,7,7,20,5,1
Katie Faulk,Utah,0.202,0.293,0.33,0.623,48,127,109,5,22,2,0,4,12,1,13,42,0,0
Katie Goldberg,Virginia,0.256,0.32,0.442,0.762,48,173,156,21,40,9,1,6,27,1,14,18,5,0
Katie Greep,Kennesaw State,0.274,0.305,0.398,0.703,43,122,113,12,31,6,1,2,9,1,4,16,5,1
Katie Harrington,Monmouth,0.385,0.471,0.442,0.913,34,124,104,32,40,4,1,0,11,3,14,19,3,4
Katie Hinkle,Long Island,0.378,0.413,0.459,0.873,36,110,98,26,37,6,1,0,11,0,6,4,13,0
Katie Keller,Northern Illinois,0.422,0.536,0.721,1.257,56,195,154,39,65,23,1,7,36,4,35,15,10,5
Katie Lacefield,Indiana,0.146,0.213,0.268,0.482,42,92,82,8,12,3,2,1,4,2,5,18,2,0
Katie Lively,Troy,0.303,0.376,0.521,0.898,52,188,165,31,50,11,2,7,37,6,14,35,0,0
Katie Marino,Notre Dame,0.289,0.373,0.511,0.885,48,165,135,32,39,10,1,6,37,4,16,16,8,2
Katie Mclean,Evansville,0.258,0.416,0.416,0.832,36,118,89,16,23,5,0,3,18,1,23,26,2,0
Katie O'Leary,Brown,0.286,0.286,0.571,0.857,2,7,7,1,2,0,1,0,2,0,0,0,1,0
Katie Polaski,Loyola Chicago,0.153,0.197,0.208,0.406,32,78,72,6,11,2,1,0,0,2,2,18,4,1
Katie Reeg,Dayton,0.29,0.309,0.419,0.729,38,103,93,21,27,6,0,2,13,1,2,15,3,1
Katie Sciglimpaglia,Saint Peter's,0.292,0.313,0.385,0.699,30,102,96,12,28,3,0,2,10,1,2,12,2,0
Katie Webb,Troy,0.376,0.454,0.582,1.036,54,199,170,39,64,17,0,6,36,3,22,22,5,2
Katie Yun,Ohio,0.352,0.439,0.655,1.094,47,171,145,31,51,9,1,11,32,2,22,11,13,0
Katy Schaefer,Tarleton State,0.298,0.367,0.503,0.87,51,169,151,15,45,7,0,8,35,3,14,7,0,0
Kayla Bowen,New Mexico State,0.315,0.358,0.586,0.944,53,178,162,34,51,16,2,8,39,1,11,27,3,2
Kayla Fielder,Utah State,0.235,0.239,0.261,0.5,39,118,115,14,27,1,1,0,11,0,1,17,3,1
Kayla Green,Arkansas,0.226,0.339,0.503,0.842,54,188,155,21,35,7,0,12,32,4,24,28,0,1
Kayla Gutierrez,College of Charleston,0.198,0.252,0.208,0.461,38,104,96,11,19,1,0,0,3,0,7,13,7,0
Kayla Jensen,Quinnipiac,0.257,0.382,0.327,0.71,36,138,113,17,29,5,0,1,8,0,23,20,8,0
Kayla Keeling,Abilene Christian,0.216,0.321,0.423,0.744,39,112,97,8,21,2,0,6,15,6,9,28,0,1
Kayla Kowalik,Kentucky,0.495,0.554,0.787,1.341,59,233,202,77,100,11,6,12,37,1,27,18,23,4
Kayla Lane,Pittsburgh,0.217,0.321,0.417,0.738,39,136,115,16,25,5,0,6,20,7,11,34,1,0
Kayla McGory,North Florida,0.256,0.372,0.416,0.788,44,152,125,25,32,6,1,4,14,1,22,9,18,1
Kayla Owens,Jackson State,0.247,0.391,0.438,0.829,34,111,89,10,22,8,0,3,18,7,14,23,1,0
Kayla Rosado,Coastal Carolina,0.351,0.463,0.595,1.058,45,160,131,18,46,8,0,8,29,5,23,10,0,0
Kayla Sanchez,Mississippi Valley,0.136,0.269,0.182,0.451,19,53,44,3,6,2,0,0,7,0,8,4,0,0
Kayla Wedl,Illinois-Chicago,0.417,0.477,0.834,1.311,52,197,175,61,73,15,8,14,51,2,19,10,30,1
Kayla Whitehead,Florida International,0.314,0.374,0.492,0.866,40,134,118,17,37,10,4,1,19,0,12,15,4,1
Kaylee Anderson,Southeast Missouri,0.311,0.377,0.652,1.029,47,151,135,32,42,4,0,14,35,6,9,17,3,0
Kaylee Butterworth,Idaho State,0.232,0.274,0.232,0.506,31,74,69,15,16,0,0,0,2,0,4,16,1,1
Kaylee Dietrich,Grand Canyon,0.176,0.25,0.306,0.556,41,123,108,12,19,2,0,4,12,1,10,14,0,0
Kaylee Huecker,Wichita State,0.279,0.341,0.467,0.808,50,142,122,23,34,5,0,6,23,0,12,32,1,0
Kaylee Lopez,McNeese,0.409,0.48,0.497,0.976,56,175,149,15,61,13,0,0,22,2,19,18,4,0
Kaylee Piven,LaSalle,0.171,0.203,0.289,0.492,30,80,76,6,13,4,1,1,7,1,2,10,2,0
Kaylee Stoner,Mount St. Mary's,0.302,0.368,0.419,0.787,40,144,129,26,39,7,1,2,13,0,14,13,10,3
Kaylee Tow,Alabama,0.362,0.427,0.574,1.002,61,213,188,41,68,14,1,8,51,1,22,30,5,1
Kayleigh Willis,UNC Greensboro,0.327,0.474,0.738,1.213,42,137,107,22,35,8,0,12,40,9,21,22,0,0
Kaylen Glenfield,Western Michigan,0.296,0.312,0.396,0.709,50,182,169,25,50,13,2,0,21,1,3,16,2,2
Kayli Mothershed,Tennessee State,0.226,0.32,0.396,0.716,42,122,106,6,24,4,1,4,12,0,15,40,0,0
Kaylyn Shepherd,Central Arkansas,0.281,0.441,0.486,0.927,56,196,146,25,41,5,2,7,40,15,30,23,2,0
KB Sides,Alabama,0.312,0.405,0.406,0.811,48,163,138,33,43,11,1,0,20,2,21,18,12,2
Keeler van Breusegen,Bradley,0.22,0.293,0.232,0.525,35,93,82,8,18,1,0,0,4,0,9,16,1,0
Keeli Bobbitt,Jacksonville State,0.223,0.336,0.255,0.592,39,114,94,19,21,3,0,0,3,0,16,16,12,0
Keely Clark,Maine,0.36,0.4,0.453,0.853,28,83,75,4,27,7,0,0,8,0,5,5,0,0
Keely Dubois,Northwestern State,0.323,0.408,0.414,0.822,40,121,99,8,32,3,0,2,23,3,14,18,0,0
Kelbi Fortenberry,Texas A&M,0.234,0.299,0.274,0.573,49,141,124,20,29,3,1,0,11,1,11,21,11,4
Kelby Drews,Maine,0.256,0.347,0.535,0.882,31,98,86,10,22,3,0,7,17,0,12,15,3,0
Kelci Bodin,Southeastern Louisiana,0.228,0.358,0.293,0.651,50,155,123,26,28,3,1,1,12,5,20,39,18,2
Kelci Hill,Middle Tennessee,0.366,0.393,0.497,0.89,47,177,153,27,56,8,3,2,21,1,9,13,3,1
Kelley Lynch,Washington,0.271,0.375,0.458,0.833,59,191,155,27,42,9,1,6,32,2,25,26,1,0
Kelli Godin,UCLA,0.342,0.381,0.414,0.796,52,119,111,21,38,3,1,1,6,0,7,24,15,3
Kelly Barkevich,Albany,0.315,0.367,0.573,0.939,42,139,124,29,39,5,0,9,22,3,9,24,2,0
Kelly Dovi,Merrimack,0.138,0.206,0.19,0.396,22,65,58,2,8,1,1,0,8,3,2,9,3,0
Kelly Horne,Troy,0.369,0.495,0.651,1.146,54,192,149,31,55,18,0,8,48,7,32,18,1,0
Kelly Metter,Missouri State,0.265,0.354,0.388,0.742,39,117,98,9,26,3,0,3,14,1,13,24,3,0
Kelly Ryono,Illinois,0.27,0.331,0.383,0.713,44,129,115,21,31,8,1,1,14,6,5,23,7,0
Kelly Walinski,Northern Illinois,0.289,0.362,0.406,0.769,44,149,128,20,37,15,0,0,30,4,13,17,1,2
Kelly Warren,East Tennessee State,0.244,0.292,0.256,0.547,28,97,90,8,22,1,0,0,5,1,5,12,13,0
Kelsey Alexander,Central Michigan,0.272,0.321,0.44,0.761,47,139,125,24,34,7,1,4,21,2,8,32,1,1
Kelsey Bennett,Virginia Tech,0.314,0.374,0.654,1.028,52,171,153,25,48,7,3,13,42,3,13,21,0,0
Kelsey Etling,Saint Louis,0.262,0.322,0.447,0.768,38,115,103,8,27,4,0,5,26,3,7,23,0,0
Kelsey Giddens,UL Monroe,0.19,0.306,0.298,0.604,40,106,84,21,16,2,2,1,8,3,11,19,2,1
Kelsey Gray,Austin Peay,0.224,0.339,0.235,0.574,43,118,98,20,22,1,0,0,5,1,16,19,5,2
Kelsey Gross,Austin Peay,0.281,0.359,0.484,0.843,43,145,128,17,36,7,2,5,41,2,14,12,0,0
Kelsey Harrigan,Niagara,0.352,0.463,0.545,1.008,30,111,88,23,31,6,1,3,8,3,16,12,8,0
Kelsey Lalor,Boise State,0.281,0.331,0.547,0.878,45,152,139,24,39,5,4,8,19,1,10,36,5,1
Kelsey Lenox,South Dakota State,0.324,0.4,0.634,1.034,50,160,142,25,46,11,0,11,48,1,17,31,0,0
Kelsey Marigliano,Rider,0.298,0.393,0.38,0.773,37,142,121,28,36,8,1,0,8,4,15,4,1,1
Kelsey Miller,Nicholls,0.264,0.283,0.273,0.556,37,118,110,19,29,1,0,0,2,0,3,18,5,0
Kelsie Whitmore,Cal State Fullerton,0.392,0.503,0.817,1.32,51,152,120,45,47,13,1,12,35,6,21,17,7,1
Kendall Curtis,Montana,0.303,0.385,0.387,0.772,46,139,119,24,36,4,0,2,14,8,8,13,3,1
Kendall Lee,Memphis,0.286,0.345,0.452,0.798,46,141,126,18,36,6,0,5,26,2,10,26,3,0
Kendall McGary,Incarnate Word,0.256,0.345,0.36,0.705,40,143,125,17,32,5,1,2,9,4,13,19,1,3
Kendall Smith,Western Kentucky,0.268,0.359,0.423,0.782,47,168,142,28,38,7,0,5,23,4,18,28,2,1
Kendra Allen,UMass,0.341,0.535,0.489,1.024,33,127,88,24,30,3,2,2,22,7,31,23,3,0
Kendyl McKeough,Northern Kentucky,0.308,0.411,0.558,0.969,38,125,104,11,32,5,0,7,26,0,19,16,1,0
Kendyl Weinzapfel,Austin Peay,0.226,0.281,0.264,0.545,36,119,106,18,24,4,0,0,5,0,8,11,4,0
Kendyll Bailey,Missouri,0.276,0.385,0.485,0.87,59,164,134,20,37,7,0,7,21,1,24,24,0,0
Kenedee Jamerson,Cal State Northridge,0.239,0.37,0.313,0.684,26,81,67,5,16,5,0,0,9,4,10,8,0,0
Kennadie Goth,Kent State,0.389,0.419,0.42,0.84,50,177,157,30,61,3,1,0,10,0,9,8,2,0
Kennedy Cronan,South Alabama,0.234,0.335,0.411,0.747,50,167,141,11,33,13,0,4,33,0,23,38,0,0
Kennedy Hebert,Nicholls,0.302,0.357,0.405,0.762,40,130,116,17,35,8,2,0,19,1,10,24,6,0
Kennedy Page,UL Monroe,0.196,0.261,0.275,0.536,42,119,102,10,20,5,0,1,8,2,7,29,2,0
Kennedy Sullivan,Western Kentucky,0.346,0.406,0.68,1.086,45,172,153,32,53,9,0,14,49,0,16,18,0,1
Kennedy Wynn,Ball State,0.248,0.326,0.504,0.83,47,139,121,29,30,8,1,7,29,1,14,19,2,2
Kenyamari Jones,Florida A&M,0.275,0.448,0.314,0.761,24,69,51,7,14,0,1,0,5,2,14,11,2,2
Kenzi Goins,Nevada,0.276,0.366,0.483,0.848,38,134,116,19,32,9,0,5,19,0,17,33,0,0
Kenzi Maguire,South Carolina,0.427,0.55,0.613,1.163,52,193,150,55,64,13,3,3,38,24,17,17,5,1
Kenzie Yamakoshi,Santa Clara,0.229,0.257,0.314,0.571,28,76,70,5,16,6,0,0,4,0,3,16,0,0
Keri White,Appalachian State,0.247,0.302,0.357,0.659,46,173,154,30,38,5,0,4,18,1,12,20,11,2
Kiana Cisneros,Long Island,0.423,0.458,0.586,1.044,35,121,111,22,47,11,2,1,27,1,7,10,4,0
Kiana Tate,Seton Hall,0.296,0.4,0.346,0.746,30,96,81,14,24,4,0,0,5,2,12,24,8,1
Kiara Mills,Creighton,0.274,0.391,0.575,0.966,27,88,73,12,20,4,0,6,14,3,11,19,0,0
Kiersten Licea,North Carolina,0.284,0.405,0.5,0.905,38,113,88,11,25,4,0,5,24,10,10,28,0,1
Kiersten Withstandley,Rutgers,0.225,0.355,0.265,0.62,43,126,102,8,23,2,1,0,13,8,13,20,5,1
Kiki Milloy,Tennessee,0.36,0.451,0.652,1.103,57,194,164,50,59,3,3,13,36,8,20,27,37,3
Kiley Kross,Presbyterian,0.266,0.314,0.519,0.833,30,88,79,9,21,5,0,5,11,0,6,12,0,0
Kiley Naomi,Oklahoma State,0.341,0.44,0.642,1.082,59,221,176,59,60,9,1,14,37,7,28,34,15,3
Kim Howard,Central Connecticut,0.229,0.293,0.448,0.741,38,120,105,14,24,8,0,5,24,3,7,20,1,0
Kindall DeRamus,Alabama State,0.263,0.305,0.331,0.636,45,144,133,21,35,3,3,0,20,2,6,22,20,2
Kindell Brooks,UTSA,0.206,0.25,0.309,0.559,44,144,136,16,28,2,0,4,12,0,8,30,0,0
Kindra Hackbarth,Arizona State,0.327,0.425,0.621,1.046,48,181,153,46,50,9,3,10,29,3,24,26,17,2
Kinsley Washington,UCLA,0.329,0.404,0.471,0.875,50,161,140,29,46,11,0,3,32,3,16,37,16,1
Kinzie Hansen,Oklahoma,0.438,0.495,0.893,1.388,60,200,178,54,78,9,0,24,64,2,19,7,0,0
Kira Ferraiolo,Sacred Heart,0.186,0.3,0.36,0.66,33,101,86,9,16,3,0,4,16,1,13,22,0,0
Kira Mickelson,Northern Illinois,0.184,0.274,0.316,0.591,47,113,98,11,18,4,0,3,14,5,8,18,4,3
Kiri Parker,Alcorn State,0.167,0.282,0.333,0.615,24,78,66,6,11,2,0,3,13,1,10,16,0,0
Kirstin Cox,Saint Joseph's,0.426,0.458,0.485,0.944,40,146,136,37,58,2,3,0,13,0,8,16,18,3
Kirya Kingery,Morehead State,0.27,0.388,0.333,0.721,40,137,111,25,30,3,2,0,12,11,11,19,22,3
Kiya Thomas,Coastal Carolina,0.38,0.425,0.57,0.995,45,176,158,33,60,16,1,4,29,1,13,10,14,4
KJ Murphy,UT Arlington,0.395,0.469,0.592,1.061,51,178,152,28,60,12,0,6,31,0,22,17,6,2
Kloe Hilbrenner,Kansas City,0.354,0.398,0.5,0.898,55,208,192,41,68,8,1,6,17,4,10,9,45,5
Korie Kreps,UL Monroe,0.321,0.458,0.536,0.993,49,180,140,28,45,12,3,4,16,3,33,17,7,3
Korie Thomas,UC Santa Barbara,0.237,0.318,0.342,0.66,35,86,76,8,18,2,3,0,6,4,5,26,1,2
Kourtney Gremillion,Charlotte,0.294,0.37,0.515,0.885,50,185,163,16,48,12,3,6,43,6,14,7,0,0
Kristi DiMeo,Drexel,0.429,0.503,0.77,1.273,41,151,126,28,54,10,0,11,53,1,21,9,0,0
Kristi Stevenson,Saint Louis,0.246,0.307,0.286,0.592,45,140,126,12,31,5,0,0,11,2,9,27,3,1
Kristin Fifield,Grand Canyon,0.34,0.37,0.562,0.932,49,163,153,29,52,5,4,7,33,0,8,23,3,3
Kristin Giery,Boston College,0.242,0.315,0.434,0.75,41,113,99,11,24,7,0,4,20,0,11,17,0,0
Kristin Hallam,Hofstra,0.387,0.434,0.459,0.894,32,124,111,26,43,4,2,0,11,6,4,10,28,6
Kristina Burkhardt,North Carolina,0.333,0.407,0.55,0.957,40,142,120,26,40,8,3,4,20,1,16,13,13,5
Kristina Day,UMass,0.299,0.402,0.391,0.793,30,109,87,21,26,5,0,1,11,5,10,15,3,1
Kristina Foreman,Duke,0.286,0.373,0.597,0.97,56,180,154,44,44,10,1,12,42,8,14,23,10,2
Kristina Inouye,Stanford,0.228,0.284,0.272,0.556,42,104,92,4,21,4,0,0,10,0,8,15,0,0
Kristýna Malá,Robert Morris,0.224,0.291,0.336,0.627,34,118,107,24,24,3,0,3,10,2,8,22,0,0
Kya Enos,Maine,0.256,0.33,0.311,0.641,30,103,90,14,23,1,2,0,1,2,8,20,12,2
Kyla Hardy,Utah Valley,0.275,0.31,0.503,0.813,51,160,149,21,41,13,0,7,34,0,8,28,1,0
Kyla Reeves,South Carolina State,0.232,0.269,0.326,0.596,31,104,95,10,22,4,1,1,9,2,4,26,1,2
Kylee Harvey,Sacred Heart,0.217,0.363,0.25,0.613,33,113,92,18,20,3,0,0,5,3,18,10,1,0
Kylie Becker,Montana,0.329,0.4,0.41,0.81,48,183,161,39,53,5,1,2,16,11,8,18,4,1
Kylie Neel,Louisiana Tech,0.282,0.331,0.402,0.732,44,129,117,14,33,8,0,2,11,4,5,24,2,0
Kylie Toler,East Tennessee State,0.25,0.378,0.467,0.846,33,112,92,12,23,8,0,4,16,2,17,19,0,0
Kyndal Kutac,Sam Houston State,0.252,0.333,0.405,0.738,47,150,131,15,33,8,0,4,31,11,5,16,3,1
